From	To	mean	median	l95hpd	h95hpd	BAYES_FACTOR	POSTERIOR PROBABILITY
east	west 	0.966038889	0.665565504	9.83E-06	2.878560857	0.261126418	0.590304781
west	east 	0.973896074	0.676159629	9.27E-06	2.900948382	4893.632359	1
