From	To	mean	median	l95hpd	h95hpd	BAYES_FACTOR	POSTERIOR PROBABILITY
mp1	mp2 	0.983309282	0.678959337	7.78E-06	2.93640275	0.253502932	0.583120394
mp2	mp1 	0.966639649	0.665306388	2.45E-05	2.908362701	4893.632359	1
