From,To,mean,median,l95hpd,h95hpd,BAYES_FACTOR,POSTERIOR PROBABILITY
mp1,mp2 ,0.969153852,0.669504971,1.02E-05,2.898565642,0.253850782,0.58345369
mp2,mp1 ,0.979832521,0.674209969,4.88E-05,2.935907336,4893.632359,1
